review,rating,date,bank,source,sentiment_label,sentiment_score,cleaned_review,lemmatized,topic,theme
best app with best bank,5,2025-07-02,Dashen,Google Play Store,POSITIVE,0.9995883107185364,best app with best bank,good app good bank,4,App Performance (Speed & Quality)
alway slow loading,1,2025-06-30,Dashen,Google Play Store,NEGATIVE,0.9991027116775512,alway slow loading,alway slow loading,4,App Performance (Speed & Quality)
"worst app ever and by any chance your account is deactivated, you are doomed",1,2025-06-27,Dashen,Google Play Store,NEGATIVE,0.9998034834861756,worst app ever and by any chance your account is deactivated you are doomed,bad app chance account deactivate doom,1,Transaction & Service Reliability Issues
ethiopian amazing`s dashen bank🤝👌,3,2025-06-25,Dashen,Google Play Store,POSITIVE,0.9997710585594176,ethiopian amazings dashen bank🤝👌,ethiopian amazing dashen bank,3,Highly Positive Feedback & Brand Perception
"it's an unpredictable app, i can't make transactions, and now i can't even get the otp! so it's going from bad to worse! thank goodness the amole dashen app still exists.",1,2025-06-25,Dashen,Google Play Store,NEGATIVE,0.998045802116394,its an unpredictable app i cant make transactions and now i cant even get the otp so its going from bad to worse thank goodness the amole dashen app still exists,unpredictable app not transaction not otp go bad bad thank goodness amole dashen app exist,1,Transaction & Service Reliability Issues
nice app but limit up to max 600000,5,2025-06-24,Dashen,Google Play Store,NEGATIVE,0.5572332739830017,nice app but limit up to max,nice app limit max,0,App Malfunction & Technical Bugs
"i would be happy if i got a withdraw system in the application. otherwise, everything is fine for me",4,2025-06-18,Dashen,Google Play Store,POSITIVE,0.9981334805488586,i would be happy if i got a withdraw system in the application otherwise everything is fine for me,happy get withdraw system application fine,0,App Malfunction & Technical Bugs
nice app but transaction limet not enough,5,2025-06-17,Dashen,Google Play Store,NEGATIVE,0.9785792231559752,nice app but transaction limet not enough,nice app transaction limet,1,Transaction & Service Reliability Issues
"it's an amazing application to use bank transactions in ethiopia and it's so friendly btw, but need to ck that account link when we lost our mobile it's ver difficult to link up for the next one pls ck",5,2025-06-14,Dashen,Google Play Store,NEGATIVE,0.9935082197189332,its an amazing application to use bank transactions in ethiopia and its so friendly btw but need to ck that account link when we lost our mobile its ver difficult to link up for the next one pls ck,amazing application use bank transaction ethiopia friendly btw need ck account link lose mobile ver difficult link pls ck,0,App Malfunction & Technical Bugs
dashen bank my choice🇪🇹✌️💫,4,2025-06-13,Dashen,Google Play Store,NEGATIVE,0.834911584854126,dashen bank my choice🇪🇹✌️💫,dashen bank choice,3,Highly Positive Feedback & Brand Perception
very simple and user friendly app thank you dashen bank,5,2025-06-12,Dashen,Google Play Store,POSITIVE,0.9996474981307985,very simple and user friendly app thank you dashen bank,simple user friendly app thank dashen bank,3,Highly Positive Feedback & Brand Perception
very good .,5,2025-06-09,Dashen,Google Play Store,POSITIVE,0.9998475313186646,very good,good,4,App Performance (Speed & Quality)
i like this mobile banking app very much. overall user interface and navigation is awesome. but it lacks instant response when someone deposit or withdraw money.,2,2025-06-07,Dashen,Google Play Store,NEGATIVE,0.9904449582099916,i like this mobile banking app very much overall user interface and navigation is awesome but it lacks instant response when someone deposit or withdraw money,like mobile banking app overall user interface navigation awesome lack instant response deposit withdraw money,2,"User Experience, Features & Security"
መቸሸጠ,5,2025-06-03,Dashen,Google Play Store,NEGATIVE,0.6970565915107727,መቸሸጠ,መቸሸጠ,0,App Malfunction & Technical Bugs
gadaa,5,2025-06-01,Dashen,Google Play Store,NEGATIVE,0.7211463451385498,gadaa,gadaa,0,App Malfunction & Technical Bugs
massive upgrade from the amole app.,5,2025-05-31,Dashen,Google Play Store,POSITIVE,0.9646419286727904,massive upgrade from the amole app,massive upgrade amole app,4,App Performance (Speed & Quality)
very good for this app,5,2025-05-31,Dashen,Google Play Store,POSITIVE,0.9998138546943665,very good for this app,good app,4,App Performance (Speed & Quality)
top,5,2025-05-31,Dashen,Google Play Store,POSITIVE,0.9997069239616394,top,,0,App Malfunction & Technical Bugs
this app better than amole . but the biometric on new update doesn't work,4,2025-05-31,Dashen,Google Play Store,NEGATIVE,0.999607503414154,this app better than amole but the biometric on new update doesnt work,app well amole biometric new update not work,0,App Malfunction & Technical Bugs
wow to it saff and this app,5,2025-05-30,Dashen,Google Play Store,POSITIVE,0.998571276664734,wow to it saff and this app,wow saff app,3,Highly Positive Feedback & Brand Perception
it too slow,3,2025-05-29,Dashen,Google Play Store,NEGATIVE,0.9996801614761353,it too slow,slow,4,App Performance (Speed & Quality)
ዳሽን ባንክ ይለያል,4,2025-05-28,Dashen,Google Play Store,NEGATIVE,0.8337252736091614,ዳሽን ባንክ ይለያል,ዳሽን ባንክ ይለያል,4,App Performance (Speed & Quality)
useless app ever loading take long,1,2025-05-27,Dashen,Google Play Store,NEGATIVE,0.9997350573539734,useless app ever loading take long,useless app load long,1,Transaction & Service Reliability Issues
"game changer app! dashen bank super app is fast, secure, and easy to use. the three-click payment makes sending money super quick, and the qr code payment is perfect for cashless shopping. i also love the biometric login and easy airtime and bill payments. everything i need is in one place. dashen bank has really raised the bar for digital banking in ethiopia. highly recommended!",5,2025-05-26,Dashen,Google Play Store,POSITIVE,0.999617338180542,game changer app dashen bank super app is fast secure and easy to use the threeclick payment makes sending money super quick and the qr code payment is perfect for cashless shopping i also love the biometric login and easy airtime and bill payments everything i need is in one place dashen bank has really raised the bar for digital banking in ethiopia highly recommended,game changer app dashen bank super app fast secure easy use threeclick payment make send money super quick qr code payment perfect cashless shopping love biometric login easy airtime bill payment need place dashen bank raise bar digital banking ethiopia highly recommend,3,Highly Positive Feedback & Brand Perception
very useful app,1,2025-05-26,Dashen,Google Play Store,POSITIVE,0.9995785355567932,very useful app,useful app,4,App Performance (Speed & Quality)
"simple, robust features? yes, please! but the endless loading screen killed the fun—i couldn’t use it for days. fix the glitch, and i’ll yeet a higher rating!",2,2025-05-26,Dashen,Google Play Store,NEGATIVE,0.8351486325263977,simple robust features yes please but the endless loading screen killed the fun—i couldn’t use it for days fix the glitch and i’ll yeet a higher rating,simple robust feature yes endless loading screen kill fun use day fix glitch yeet high rating,0,App Malfunction & Technical Bugs
wawww,5,2025-05-24,Dashen,Google Play Store,NEGATIVE,0.941803812980652,wawww,wawww,0,App Malfunction & Technical Bugs
its best,5,2025-05-23,Dashen,Google Play Store,POSITIVE,0.9998121857643129,its best,good,4,App Performance (Speed & Quality)
it is not as good as to the other mobile bank app.,1,2025-05-22,Dashen,Google Play Store,NEGATIVE,0.999786913394928,it is not as good as to the other mobile bank app,good mobile bank app,4,App Performance (Speed & Quality)
"the best of best is now arrived **empowering your financial freedom** ""experience seamless banking at your fingertips with dashen bank. empowering your financial freedom, anytime, anywhere!"" **innovation meets convenience** ""dashen bank mobile banking: where innovation meets convenience. **secure and reliable** ""bank with confidence",5,2025-05-22,Dashen,Google Play Store,POSITIVE,0.9996517896652222,the best of best is now arrived empowering your financial freedom experience seamless banking at your fingertips with dashen bank empowering your financial freedom anytime anywhere innovation meets convenience dashen bank mobile banking where innovation meets convenience secure and reliable bank with confidence,good good arrive empower financial freedom experience seamless banking fingertip dashen bank empower financial freedom anytime innovation meet convenience dashen bank mobile banking innovation meet convenience secure reliable bank confidence,2,"User Experience, Features & Security"
nothing is changed in the updated version. you have been collecting comments but where is the feed back you improved in this version. superapp is mot functioning today.,4,2025-05-20,Dashen,Google Play Store,NEGATIVE,0.9939862489700316,nothing is changed in the updated version you have been collecting comments but where is the feed back you improved in this version superapp is mot functioning today,change update version collect comment feed improve version superapp mot function today,0,App Malfunction & Technical Bugs
the best app ever in finance sector,5,2025-05-18,Dashen,Google Play Store,POSITIVE,0.9998089671134948,the best app ever in finance sector,good app finance sector,4,App Performance (Speed & Quality)
its good app than other compitators but it confuse when we transfer it needs otp and pin most user inter their pin instead of otp we know the litrecy level of our society so if it is device based i dont know the needs of otp so please try to fix,3,2025-05-18,Dashen,Google Play Store,NEGATIVE,0.9983357787132264,its good app than other compitators but it confuse when we transfer it needs otp and pin most user inter their pin instead of otp we know the litrecy level of our society so if it is device based i dont know the needs of otp so please try to fix,good app compitator confuse transfer need otp pin user inter pin instead otp know litrecy level society device base not know need otp try fix,0,App Malfunction & Technical Bugs
dashen bank or dashen super app?,1,2025-05-17,Dashen,Google Play Store,NEGATIVE,0.9937525391578674,dashen bank or dashen super app,dashen bank dashen super app,3,Highly Positive Feedback & Brand Perception
